"KPI","Date","Region","Country Code","Market","Brand","Segment","Series","Model Range","Drivetrain Category","Model Code","Value Actual","Benchmark"
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","X5","F95","NON-BEV","Not specified",667,1759
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","X5","G05","NON-BEV","Not specified",4650,8174
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","X5","G18","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","X5","G65","BEV","Not specified",31,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","X5","G65","NON-BEV","Not specified",329,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","X6","F16","NON-BEV","Not specified",143,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","X6","F96","NON-BEV","Not specified",1481,1941
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","X6","G06","NON-BEV","Not specified",2692,3760
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","iX","I20","BEV","Not specified",3784,4194
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","Not specified","Not specified","Not specified","Not specified","Not specified",4568,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","1 Series","F20","NON-BEV","Not specified",415,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","1 Series","F21","NON-BEV","Not specified",6,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","1 Series","F40","NON-BEV","Not specified",1649,384
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","1 Series","F70","NON-BEV","Not specified",24607,17887
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","2 Series","F22","NON-BEV","Not specified",105,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","2 Series","F23","NON-BEV","Not specified",65,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","2 Series","F44","NON-BEV","Not specified",650,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","2 Series","F45","NON-BEV","Not specified",206,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","2 Series","F46","NON-BEV","Not specified",69,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","2 Series","F74","NON-BEV","Not specified",3738,3983
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","2 Series","F87","NON-BEV","Not specified",274,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","2 Series","G42","NON-BEV","Not specified",3233,3382
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","2 Series","G87","NON-BEV","Not specified",3555,3495
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","2 Series","U06","NON-BEV","Not specified",1650,1520
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","X1","E84","NON-BEV","Not specified",100,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","X1","F48","NON-BEV","Not specified",1720,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","X1","U11","BEV","Not specified",9888,8675
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","X1","U11","NON-BEV","Not specified",24737,28165
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","X1","U12","BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","X1","U12","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","X2","F39","NON-BEV","Not specified",1020,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","X2","U10","BEV","Not specified",7173,6260
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","X2","U10","NON-BEV","Not specified",10329,10439
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","UKL2+","i3","I01","BEV","Not specified",156,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","GKL+","6 Series","F06","NON-BEV","Not specified",3,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","GKL+","6 Series","F12","NON-BEV","Not specified",32,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","GKL+","6 Series","F13","NON-BEV","Not specified",55,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","GKL+","7 Series","G11","NON-BEV","Not specified",193,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","GKL+","7 Series","G12","NON-BEV","Not specified",26,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","GKL+","7 Series","G70","BEV","Not specified",3690,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","GKL+","7 Series","G70","NON-BEV","Not specified",2588,2650
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","GKL+","7 Series","G73","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","GKL+","8 Series","F91","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","GKL+","8 Series","F92","NON-BEV","Not specified",70,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","GKL+","8 Series","F93","NON-BEV","Not specified",54,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","GKL+","8 Series","G14","NON-BEV","Not specified",37,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","GKL+","8 Series","G15","NON-BEV","Not specified",99,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","GKL+","8 Series","G16","NON-BEV","Not specified",123,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","GKL+","X7","G07","NON-BEV","Not specified",210,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","GKL+","XM","G09","NON-BEV","Not specified",4453,3935
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","GKL+","i8","I12","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","GKL+","i8","I15","NON-BEV","Not specified",2,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","3 Series","E92","NON-BEV","Not specified",11,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","3 Series","F30","NON-BEV","Not specified",186,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","3 Series","F31","NON-BEV","Not specified",187,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","3 Series","F34","NON-BEV","Not specified",62,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","3 Series","G20","NON-BEV","Not specified",7351,1535
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","3 Series","G21","NON-BEV","Not specified",6296,6561
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","3 Series","G28","BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","3 Series","G28","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","3 Series","G50","NON-BEV","Not specified",1,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","3 Series","G80","NON-BEV","Not specified",3800,3470
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","3 Series","G81","NON-BEV","Not specified",2678,4970
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","3 Series","NA0","BEV","Not specified",12245,1054
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","4 Series","F32","NON-BEV","Not specified",126,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","4 Series","F33","NON-BEV","Not specified",89,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","4 Series","F36","NON-BEV","Not specified",338,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","4 Series","F82","NON-BEV","Not specified",157,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","4 Series","G22","NON-BEV","Not specified",2777,3450
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","4 Series","G23","NON-BEV","Not specified",1859,2219
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","4 Series","G26","BEV","Not specified",29684,18422
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","4 Series","G26","NON-BEV","Not specified",3059,14980
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","4 Series","G82","NON-BEV","Not specified",2766,3192
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","4 Series","G83","NON-BEV","Not specified",1064,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","X3","F25","NON-BEV","Not specified",132,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","X3","F97","NON-BEV","Not specified",147,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","X3","G01","NON-BEV","Not specified",2272,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","X3","G08","BEV","Not specified",858,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","X3","G45","NON-BEV","Not specified",9276,18785
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","X3","NA5","BEV","Not specified",52186,64847
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","X4","F26","NON-BEV","Not specified",93,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","X4","F98","NON-BEV","Not specified",82,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","X4","G02","NON-BEV","Not specified",557,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","X4","NA7","BEV","Not specified",,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","Z4","E85","NON-BEV","Not specified",4,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","Z4","E86","NON-BEV","Not specified",3,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","Z4","E89","NON-BEV","Not specified",1,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","Z4","G29","NON-BEV","Not specified",1839,4104
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","F10","NON-BEV","Not specified",3,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","F11","NON-BEV","Not specified",58,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","F90","NON-BEV","Not specified",84,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G30","NON-BEV","Not specified",783,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G31","NON-BEV","Not specified",444,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G38","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G60","BEV","Not specified",3432,3947
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G60","NON-BEV","Not specified",2903,2830
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G61","BEV","Not specified",2648,1863
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G61","NON-BEV","Not specified",2319,2869
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G68","BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G68","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G90","NON-BEV","Not specified",3074,3333
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G99","NON-BEV","Not specified",2416,2864
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","6 Series","G32","NON-BEV","Not specified",85,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","X5","F15","NON-BEV","Not specified",269,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","X5","F85","NON-BEV","Not specified",113,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","X5","F95","NON-BEV","Not specified",113,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","X5","G05","NON-BEV","Not specified",6487,5386
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","X5","G18","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","X5","G65","BEV","Not specified",23,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","X5","G65","NON-BEV","Not specified",48,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","X6","F16","NON-BEV","Not specified",90,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","X6","F96","NON-BEV","Not specified",104,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","X6","G06","NON-BEV","Not specified",235,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","iX","I20","BEV","Not specified",7236,1881
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","Not specified","Not specified","Not specified","Not specified","Not specified",-35960,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","1 Series","F20","NON-BEV","Not specified",896,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","1 Series","F21","NON-BEV","Not specified",117,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","1 Series","F40","NON-BEV","Not specified",3209,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","1 Series","F70","NON-BEV","Not specified",44820,58948
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","2 Series","F22","NON-BEV","Not specified",152,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","2 Series","F23","NON-BEV","Not specified",83,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","2 Series","F44","NON-BEV","Not specified",410,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","2 Series","F45","NON-BEV","Not specified",415,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","2 Series","F46","NON-BEV","Not specified",155,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","2 Series","F74","NON-BEV","Not specified",1784,2049
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","2 Series","F87","NON-BEV","Not specified",245,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","2 Series","G42","NON-BEV","Not specified",4294,4059
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","2 Series","G87","NON-BEV","Not specified",3645,2264
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","2 Series","U06","NON-BEV","Not specified",2994,6526
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","X1","E84","NON-BEV","Not specified",282,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","X1","F48","NON-BEV","Not specified",1899,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","X1","U11","BEV","Not specified",53381,35649
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","X1","U11","NON-BEV","Not specified",60314,74856
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","X1","U12","BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","X1","U12","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","X2","F39","NON-BEV","Not specified",1131,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","X2","U10","BEV","Not specified",23939,14242
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","X2","U10","NON-BEV","Not specified",22502,30847
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","UKL2+","i3","I01","BEV","Not specified",242,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","6 Series","F06","NON-BEV","Not specified",20,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","6 Series","F12","NON-BEV","Not specified",16,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","6 Series","F13","NON-BEV","Not specified",40,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","7 Series","F01","NON-BEV","Not specified",4,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","7 Series","F02","NON-BEV","Not specified",4,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","7 Series","G11","NON-BEV","Not specified",205,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","7 Series","G12","NON-BEV","Not specified",87,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","7 Series","G70","BEV","Not specified",9651,8530
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","7 Series","G70","NON-BEV","Not specified",5774,5045
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","7 Series","G73","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","8 Series","F91","NON-BEV","Not specified",49,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","8 Series","F92","NON-BEV","Not specified",76,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","8 Series","F93","NON-BEV","Not specified",61,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","8 Series","G14","NON-BEV","Not specified",670,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","8 Series","G15","NON-BEV","Not specified",933,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","8 Series","G16","NON-BEV","Not specified",800,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","X7","G07","NON-BEV","Not specified",3392,4099
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","XM","G09","NON-BEV","Not specified",2918,14444
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","i8","I12","NON-BEV","Not specified",78,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","i8","I15","NON-BEV","Not specified",41,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL++","Z8","E52","NON-BEV","Not specified",32,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","E36","NON-BEV","Not specified",2,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","E90","NON-BEV","Not specified",3,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","E92","NON-BEV","Not specified",32,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","F30","NON-BEV","Not specified",510,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","F31","NON-BEV","Not specified",273,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","F34","NON-BEV","Not specified",24,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","F80","NON-BEV","Not specified",99,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","G20","NON-BEV","Not specified",13608,8953
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","G21","NON-BEV","Not specified",8137,9044
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","G28","BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","G28","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","G50","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","G80","NON-BEV","Not specified",7900,10178
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","G81","NON-BEV","Not specified",4275,5721
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","NA0","BEV","Not specified",9034,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","F32","NON-BEV","Not specified",331,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","F33","NON-BEV","Not specified",131,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","F36","NON-BEV","Not specified",307,
