"KPI","Date","Region","Country Code","Market","Brand","Segment","Series","Model Range","Drivetrain Category","Model Code","Value Actual","Benchmark"
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","F82","NON-BEV","Not specified",207,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","F83","NON-BEV","Not specified",107,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","G22","NON-BEV","Not specified",3887,4431
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","G23","NON-BEV","Not specified",2788,2841
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","G26","BEV","Not specified",8872,5126
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","G26","NON-BEV","Not specified",7003,15273
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","G82","NON-BEV","Not specified",6601,12591
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","G83","NON-BEV","Not specified",2489,2548
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","X3","F25","NON-BEV","Not specified",102,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","X3","F97","NON-BEV","Not specified",99,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","X3","G01","NON-BEV","Not specified",1498,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","X3","G08","BEV","Not specified",821,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","X3","G45","NON-BEV","Not specified",9486,8132
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","X3","NA5","BEV","Not specified",55646,47673
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","X4","F26","NON-BEV","Not specified",46,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","X4","F98","NON-BEV","Not specified",467,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","X4","G02","NON-BEV","Not specified",1074,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","X4","NA7","BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","Z4","E89","NON-BEV","Not specified",67,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","Z4","G29","NON-BEV","Not specified",1268,259
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","F07","NON-BEV","Not specified",18,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","F10","NON-BEV","Not specified",135,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","F11","NON-BEV","Not specified",39,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","F90","NON-BEV","Not specified",246,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G30","NON-BEV","Not specified",746,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G31","NON-BEV","Not specified",453,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G38","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G60","BEV","Not specified",7133,5618
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G60","NON-BEV","Not specified",4747,3382
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G61","BEV","Not specified",4774,1921
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G61","NON-BEV","Not specified",3546,3482
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G68","BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G68","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G90","NON-BEV","Not specified",3880,8135
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G99","NON-BEV","Not specified",3091,4779
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","6 Series","G32","NON-BEV","Not specified",47,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","X5","F15","NON-BEV","Not specified",214,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","X5","F85","NON-BEV","Not specified",14,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","X5","F95","NON-BEV","Not specified",1972,2837
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","X5","G05","NON-BEV","Not specified",10641,15493
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","X5","G18","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","X5","G65","BEV","Not specified",12,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","X5","G65","NON-BEV","Not specified",6,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","X6","F16","NON-BEV","Not specified",77,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","X6","F96","NON-BEV","Not specified",1145,1048
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","X6","G06","NON-BEV","Not specified",1876,2831
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","iX","I20","BEV","Not specified",13460,7443
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","Not specified","Not specified","Not specified","Not specified","Not specified",-6608,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","1 Series","E82","NON-BEV","Not specified",13,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","1 Series","F20","NON-BEV","Not specified",770,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","1 Series","F21","NON-BEV","Not specified",171,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","1 Series","F40","NON-BEV","Not specified",2566,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","1 Series","F70","NON-BEV","Not specified",20896,18325
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","2 Series","F22","NON-BEV","Not specified",306,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","2 Series","F23","NON-BEV","Not specified",218,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","2 Series","F44","NON-BEV","Not specified",865,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","2 Series","F45","NON-BEV","Not specified",160,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","2 Series","F46","NON-BEV","Not specified",88,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","2 Series","F74","NON-BEV","Not specified",6287,9385
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","2 Series","F87","NON-BEV","Not specified",177,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","2 Series","G42","NON-BEV","Not specified",8228,13002
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","2 Series","G87","NON-BEV","Not specified",7328,5310
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","2 Series","U06","NON-BEV","Not specified",2386,2306
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","X1","E84","NON-BEV","Not specified",23,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","X1","F48","NON-BEV","Not specified",829,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","X1","U11","BEV","Not specified",8408,10910
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","X1","U11","NON-BEV","Not specified",14275,15166
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","X1","U12","BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","X1","U12","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","X2","F39","NON-BEV","Not specified",572,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","X2","U10","BEV","Not specified",6895,10714
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","X2","U10","NON-BEV","Not specified",8390,7445
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","i3","I01","BEV","Not specified",298,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","GKL+","7 Series","G11","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","GKL+","7 Series","G12","NON-BEV","Not specified",1,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","GKL+","7 Series","G70","BEV","Not specified",395,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","GKL+","7 Series","G70","NON-BEV","Not specified",401,563
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","GKL+","7 Series","G73","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","GKL+","8 Series","F91","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","GKL+","8 Series","F92","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","GKL+","8 Series","F93","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","GKL+","8 Series","G14","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","GKL+","8 Series","G15","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","GKL+","8 Series","G16","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","GKL+","X7","G07","NON-BEV","Not specified",180,424
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","GKL+","XM","G09","NON-BEV","Not specified",308,210
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","GKL+","i8","I12","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","GKL+","i8","I15","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","3 Series","F30","NON-BEV","Not specified",30,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","3 Series","F31","NON-BEV","Not specified",4,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","3 Series","G20","NON-BEV","Not specified",996,1289
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","3 Series","G21","NON-BEV","Not specified",123,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","3 Series","G28","BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","3 Series","G28","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","3 Series","G50","NON-BEV","Not specified",,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","3 Series","G80","NON-BEV","Not specified",465,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","3 Series","G81","NON-BEV","Not specified",70,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","3 Series","NA0","BEV","Not specified",610,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","4 Series","F32","NON-BEV","Not specified",12,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","4 Series","F36","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","4 Series","F82","NON-BEV","Not specified",1,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","4 Series","G22","NON-BEV","Not specified",415,431
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","4 Series","G23","NON-BEV","Not specified",213,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","4 Series","G26","BEV","Not specified",2129,608
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","4 Series","G26","NON-BEV","Not specified",284,588
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","4 Series","G82","NON-BEV","Not specified",584,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","4 Series","G83","NON-BEV","Not specified",135,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","X3","F25","NON-BEV","Not specified",1,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","X3","F97","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","X3","G01","NON-BEV","Not specified",51,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","X3","G08","BEV","Not specified",104,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","X3","G45","NON-BEV","Not specified",1796,2675
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","X3","NA5","BEV","Not specified",3264,8746
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","X4","F98","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","X4","G02","NON-BEV","Not specified",150,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","X4","NA7","BEV","Not specified",,0
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","Z4","E89","NON-BEV","Not specified",10,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","Z4","G29","NON-BEV","Not specified",1,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","E60","NON-BEV","Not specified",8,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","F10","NON-BEV","Not specified",1,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","F90","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","G30","NON-BEV","Not specified",11,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","G31","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","G38","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","G60","BEV","Not specified",180,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","Not specified",279,458
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","G61","BEV","Not specified",64,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","Not specified",49,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","G68","BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","G68","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","G90","NON-BEV","Not specified",271,207
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","G99","NON-BEV","Not specified",82,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","6 Series","G32","NON-BEV","Not specified",,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","X5","E70","NON-BEV","Not specified",1,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","X5","F15","NON-BEV","Not specified",7,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","X5","F95","NON-BEV","Not specified",104,
"Interacting Vehicle Web Visits - Paid","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","X5","G05","NON-BEV","Not specified",402,332
